DATE,PRODUCT ID,QUANTITY,SALE TYPE,PAYMENT MODE,DISCOUNT %,PRODUCT,CATEGORY,UOM,BUYING PRIZE,SELLING PRICE,NET_SALES,COST,PROFIT,YEAR,MONTH,PERIOD
2021-10-02,P0014,15,Direct Sales,Online,0,Product14,Category02,Kg,112,146.72,2200.8,1680,520.8000000000002,2021,10,2021-10
2021-10-03,P0019,9,Direct Sales,Online,0,Product19,Category02,Ft,150,210.0,1890.0,1350,540.0,2021,10,2021-10
2021-10-06,P0035,1,Direct Sales,Online,0,Product35,Category04,No.,5,6.7,6.7,5,1.7000000000000002,2021,10,2021-10
2021-10-06,P0036,12,Online,Online,0,Product36,Category04,Kg,90,96.3,1155.6,1080,75.59999999999991,2021,10,2021-10
2021-10-07,P0026,6,Direct Sales,Cash,0,Product26,Category04,No.,18,24.66,147.96,108,39.96000000000001,2021,10,2021-10
2021-10-09,P0038,5,Direct Sales,Cash,0,Product38,Category05,Kg,72,79.92,399.6,360,39.60000000000002,2021,10,2021-10
2021-10-09,P0032,11,Online,Cash,0,Product32,Category04,Kg,89,117.48,1292.28,979,313.28,2021,10,2021-10
2021-10-10,P0035,14,Direct Sales,Cash,0,Product35,Category04,No.,5,6.7,93.8,70,23.799999999999997,2021,10,2021-10
2021-10-11,P0011,15,Direct Sales,Cash,0,Product11,Category02,Lt,44,48.4,726.0,660,66.0,2021,10,2021-10
2021-10-12,P0027,8,Online,Online,0,Product27,Category04,Lt,48,57.120000000000005,456.96000000000004,384,72.96000000000004,2021,10,2021-10
2021-10-17,P0001,13,Direct Sales,Online,0,Product01,Category01,Kg,98,103.88,1350.44,1274,76.44000000000005,2021,10,2021-10
2021-10-18,P0025,6,Online,Cash,0,Product25,Category03,No.,7,8.33,49.980000000000004,42,7.980000000000004,2021,10,2021-10
2021-10-18,P0021,13,Online,Cash,0,Product21,Category03,Ft,126,162.54,2113.02,1638,475.02,2021,10,2021-10
2021-10-22,P0011,7,Direct Sales,Cash,0,Product11,Category02,Lt,44,48.4,338.8,308,30.80000000000001,2021,10,2021-10
2021-10-22,P0024,13,Online,Cash,0,Product24,Category03,Ft,144,156.96,2040.48,1872,168.48000000000002,2021,10,2021-10
2021-10-22,P0009,1,Direct Sales,Cash,0,Product09,Category01,No.,6,7.859999999999999,7.859999999999999,6,1.8599999999999994,2021,10,2021-10
2021-10-24,P0011,3,Wholesaler,Cash,0,Product11,Category02,Lt,44,48.4,145.2,132,13.199999999999989,2021,10,2021-10
2021-10-25,P0044,9,Online,Cash,0,Product44,Category05,Kg,76,82.08,738.72,684,54.72000000000003,2021,10,2021-10
2021-10-26,P0004,6,Wholesaler,Cash,0,Product04,Category01,Lt,44,48.84,293.04,264,29.04000000000002,2021,10,2021-10
2021-10-28,P0008,1,Direct Sales,Cash,0,Product08,Category01,Kg,83,94.62,94.62,83,11.620000000000005,2021,10,2021-10
2021-10-29,P0038,14,Online,Online,0,Product38,Category05,Kg,72,79.92,1118.88,1008,110.88000000000011,2021,10,2021-10
2021-10-31,P0021,6,Online,Cash,0,Product21,Category03,Ft,126,162.54,975.24,756,219.24,2021,10,2021-10
2021-11-03,P0013,12,Direct Sales,Cash,0,Product13,Category02,Kg,112,122.08,1464.96,1344,120.96000000000004,2021,11,2021-11
2021-11-06,P0036,10,Direct Sales,Online,0,Product36,Category04,Kg,90,96.3,963.0,900,63.0,2021,11,2021-11
2021-11-08,P0007,15,Direct Sales,Online,0,Product07,Category01,Lt,43,47.73,715.9499999999999,645,70.94999999999993,2021,11,2021-11
2021-11-10,P0042,6,Online,Cash,0,Product42,Category05,Ft,120,162.0,972.0,720,252.0,2021,11,2021-11
2021-11-11,P0040,12,Wholesaler,Online,0,Product40,Category05,Kg,90,115.2,1382.4,1080,302.4000000000001,2021,11,2021-11
2021-11-12,P0010,3,Online,Cash,0,Product10,Category02,Ft,148,164.28,492.84000000000003,444,48.84000000000003,2021,11,2021-11
2021-11-20,P0034,14,Online,Online,0,Product34,Category04,Lt,55,58.3,816.1999999999999,770,46.19999999999993,2021,11,2021-11
2021-11-20,P0008,11,Online,Cash,0,Product08,Category01,Kg,83,94.62,1040.8200000000002,913,127.82000000000016,2021,11,2021-11
2021-11-21,P0014,1,Wholesaler,Online,0,Product14,Category02,Kg,112,146.72,146.72,112,34.72,2021,11,2021-11
2021-11-21,P0006,1,Online,Cash,0,Product06,Category01,Kg,75,85.5,85.5,75,10.5,2021,11,2021-11
2021-11-27,P0012,8,Online,Online,0,Product12,Category02,Kg,73,94.17,753.36,584,169.36,2021,11,2021-11
2021-11-28,P0040,2,Direct Sales,Cash,0,Product40,Category05,Kg,90,115.2,230.4,180,50.400000000000006,2021,11,2021-11
2021-11-30,P0039,15,Direct Sales,Online,0,Product39,Category05,No.,37,42.55,638.25,555,83.25,2021,11,2021-11
2021-12-02,P0016,10,Direct Sales,Cash,0,Product16,Category02,No.,13,16.64,166.4,130,36.400000000000006,2021,12,2021-12
2021-12-03,P0034,2,Online,Cash,0,Product34,Category04,Lt,55,58.3,116.6,110,6.599999999999994,2021,12,2021-12
2021-12-03,P0019,8,Online,Online,0,Product19,Category02,Ft,150,210.0,1680.0,1200,480.0,2021,12,2021-12
2021-12-05,P0004,15,Direct Sales,Cash,0,Product04,Category01,Lt,44,48.84,732.6,660,72.60000000000002,2021,12,2021-12
2021-12-05,P0010,1,Direct Sales,Online,0,Product10,Category02,Ft,148,164.28,164.28,148,16.28,2021,12,2021-12
2021-12-07,P0013,8,Direct Sales,Online,0,Product13,Category02,Kg,112,122.08,976.64,896,80.63999999999999,2021,12,2021-12
2021-12-08,P0044,14,Direct Sales,Online,0,Product44,Category05,Kg,76,82.08,1149.12,1064,85.11999999999989,2021,12,2021-12
2021-12-14,P0042,4,Direct Sales,Online,0,Product42,Category05,Ft,120,162.0,648.0,480,168.0,2021,12,2021-12
2021-12-18,P0003,2,Direct Sales,Cash,0,Product03,Category01,Kg,71,80.94,161.88,142,19.879999999999995,2021,12,2021-12
2021-12-18,P0022,8,Online,Cash,0,Product22,Category03,Ft,121,141.57,1132.56,968,164.55999999999995,2021,12,2021-12
2021-12-19,P0023,12,Direct Sales,Online,0,Product23,Category03,Ft,141,149.46,1793.52,1692,101.51999999999998,2021,12,2021-12
2021-12-19,P0029,3,Wholesaler,Online,0,Product29,Category04,Lt,47,53.11,159.32999999999998,141,18.329999999999984,2021,12,2021-12
2021-12-19,P0011,10,Online,Online,0,Product11,Category02,Lt,44,48.4,484.0,440,44.0,2021,12,2021-12
2021-12-20,P0012,14,Direct Sales,Online,0,Product12,Category02,Kg,73,94.17,1318.38,1022,296.3800000000001,2021,12,2021-12
2021-12-21,P0026,10,Online,Cash,0,Product26,Category04,No.,18,24.66,246.6,180,66.6,2021,12,2021-12
2021-12-24,P0042,8,Wholesaler,Cash,0,Product42,Category05,Ft,120,162.0,1296.0,960,336.0,2021,12,2021-12
2021-12-24,P0036,8,Wholesaler,Online,0,Product36,Category04,Kg,90,96.3,770.4,720,50.39999999999998,2021,12,2021-12
2021-12-26,P0041,14,Online,Cash,0,Product41,Category05,Ft,138,173.88,2434.3199999999997,1932,502.3199999999997,2021,12,2021-12
2021-12-27,P0029,14,Direct Sales,Cash,0,Product29,Category04,Lt,47,53.11,743.54,658,85.53999999999996,2021,12,2021-12
2021-12-28,P0029,6,Direct Sales,Cash,0,Product29,Category04,Lt,47,53.11,318.65999999999997,282,36.65999999999997,2021,12,2021-12
2021-12-30,P0010,13,Online,Online,0,Product10,Category02,Ft,148,164.28,2135.64,1924,211.63999999999987,2021,12,2021-12
2022-01-01,P0022,1,Wholesaler,Cash,0,Product22,Category03,Ft,121,141.57,141.57,121,20.569999999999993,2022,1,2022-01
2022-01-02,P0010,7,Direct Sales,Cash,0,Product10,Category02,Ft,148,164.28,1149.96,1036,113.96000000000004,2022,1,2022-01
2022-01-02,P0015,2,Online,Cash,0,Product15,Category02,No.,12,15.72,31.44,24,7.440000000000001,2022,1,2022-01
2022-01-02,P0033,1,Direct Sales,Cash,0,Product33,Category04,Kg,95,119.7,119.7,95,24.700000000000003,2022,1,2022-01
2022-01-03,P0043,9,Direct Sales,Cash,0,Product43,Category05,Kg,67,83.08,747.72,603,144.72000000000003,2022,1,2022-01
2022-01-04,P0012,8,Direct Sales,Online,0,Product12,Category02,Kg,73,94.17,753.36,584,169.36,2022,1,2022-01
2022-01-04,P0029,1,Online,Online,0,Product29,Category04,Lt,47,53.11,53.11,47,6.109999999999999,2022,1,2022-01
2022-01-09,P0032,12,Direct Sales,Online,0,Product32,Category04,Kg,89,117.48,1409.76,1068,341.76,2022,1,2022-01
2022-01-10,P0034,14,Online,Online,0,Product34,Category04,Lt,55,58.3,816.1999999999999,770,46.19999999999993,2022,1,2022-01
2022-01-11,P0032,2,Direct Sales,Online,0,Product32,Category04,Kg,89,117.48,234.96,178,56.96000000000001,2022,1,2022-01
2022-01-13,P0019,6,Online,Online,0,Product19,Category02,Ft,150,210.0,1260.0,900,360.0,2022,1,2022-01
2022-01-14,P0011,14,Direct Sales,Online,0,Product11,Category02,Lt,44,48.4,677.6,616,61.60000000000002,2022,1,2022-01
2022-01-15,P0022,10,Direct Sales,Cash,0,Product22,Category03,Ft,121,141.57,1415.6999999999998,1210,205.69999999999982,2022,1,2022-01
2022-01-16,P0014,11,Online,Cash,0,Product14,Category02,Kg,112,146.72,1613.92,1232,381.9200000000001,2022,1,2022-01
2022-01-17,P0040,4,Online,Online,0,Product40,Category05,Kg,90,115.2,460.8,360,100.80000000000001,2022,1,2022-01
2022-01-18,P0008,9,Wholesaler,Cash,0,Product08,Category01,Kg,83,94.62,851.58,747,104.58000000000004,2022,1,2022-01
2022-01-20,P0021,2,Direct Sales,Cash,0,Product21,Category03,Ft,126,162.54,325.08,252,73.07999999999998,2022,1,2022-01
2022-01-20,P0014,7,Online,Online,0,Product14,Category02,Kg,112,146.72,1027.04,784,243.03999999999996,2022,1,2022-01
2022-01-22,P0001,6,Online,Cash,0,Product01,Category01,Kg,98,103.88,623.28,588,35.27999999999997,2022,1,2022-01
2022-01-23,P0002,5,Wholesaler,Cash,0,Product02,Category01,Kg,105,142.8,714.0,525,189.0,2022,1,2022-01
2022-01-23,P0042,8,Direct Sales,Online,0,Product42,Category05,Ft,120,162.0,1296.0,960,336.0,2022,1,2022-01
2022-01-24,P0030,15,Online,Online,0,Product30,Category04,Ft,148,201.28,3019.2,2220,799.1999999999998,2022,1,2022-01
2022-01-25,P0017,14,Direct Sales,Cash,0,Product17,Category02,Ft,134,156.78,2194.92,1876,318.9200000000001,2022,1,2022-01
2022-01-28,P0016,11,Direct Sales,Online,0,Product16,Category02,No.,13,16.64,183.04000000000002,143,40.04000000000002,2022,1,2022-01
2022-01-31,P0023,6,Online,Cash,0,Product23,Category03,Ft,141,149.46,896.76,846,50.75999999999999,2022,1,2022-01
2022-01-31,P0041,9,Direct Sales,Cash,0,Product41,Category05,Ft,138,173.88,1564.92,1242,322.9200000000001,2022,1,2022-01
2022-02-01,P0005,9,Direct Sales,Cash,0,Product05,Category01,Ft,133,155.61,1400.4900000000002,1197,203.49000000000024,2022,2,2022-02
2022-02-03,P0014,8,Direct Sales,Online,0,Product14,Category02,Kg,112,146.72,1173.76,896,277.76,2022,2,2022-02
2022-02-05,P0018,6,Direct Sales,Cash,0,Product18,Category02,No.,37,49.21,295.26,222,73.25999999999999,2022,2,2022-02
2022-02-06,P0002,6,Direct Sales,Cash,0,Product02,Category01,Kg,105,142.8,856.8000000000001,630,226.80000000000007,2022,2,2022-02
2022-02-08,P0005,11,Online,Cash,0,Product05,Category01,Ft,133,155.61,1711.71,1463,248.71000000000004,2022,2,2022-02
2022-02-08,P0004,3,Online,Cash,0,Product04,Category01,Lt,44,48.84,146.52,132,14.52000000000001,2022,2,2022-02
2022-02-09,P0032,14,Online,Online,0,Product32,Category04,Kg,89,117.48,1644.72,1246,398.72,2022,2,2022-02
2022-02-12,P0010,13,Direct Sales,Cash,0,Product10,Category02,Ft,148,164.28,2135.64,1924,211.63999999999987,2022,2,2022-02
2022-02-14,P0026,8,Online,Cash,0,Product26,Category04,No.,18,24.66,197.28,144,53.28,2022,2,2022-02
2022-02-14,P0028,3,Direct Sales,Cash,0,Product28,Category04,No.,37,41.81,125.43,111,14.430000000000007,2022,2,2022-02
2022-02-16,P0032,1,Online,Cash,0,Product32,Category04,Kg,89,117.48,117.48,89,28.480000000000004,2022,2,2022-02
2022-02-19,P0002,13,Online,Cash,0,Product02,Category01,Kg,105,142.8,1856.4,1365,491.4000000000001,2022,2,2022-02
2022-02-20,P0012,6,Direct Sales,Cash,0,Product12,Category02,Kg,73,94.17,565.02,438,127.01999999999998,2022,2,2022-02
2022-02-23,P0013,6,Online,Online,0,Product13,Category02,Kg,112,122.08,732.48,672,60.48000000000002,2022,2,2022-02
2022-02-23,P0016,15,Online,Cash,0,Product16,Category02,No.,13,16.64,249.60000000000002,195,54.60000000000002,2022,2,2022-02
2022-02-23,P0036,8,Direct Sales,Online,0,Product36,Category04,Kg,90,96.3,770.4,720,50.39999999999998,2022,2,2022-02
2022-02-27,P0012,7,Direct Sales,Cash,0,Product12,Category02,Kg,73,94.17,659.19,511,148.19000000000005,2022,2,2022-02
2022-02-27,P0005,15,Direct Sales,Online,0,Product05,Category01,Ft,133,155.61,2334.15,1995,339.1500000000001,2022,2,2022-02
2022-02-28,P0037,15,Direct Sales,Cash,0,Product37,Category05,Kg,67,85.76,1286.4,1005,281.4000000000001,2022,2,2022-02
2022-03-04,P0026,13,Wholesaler,Online,0,Product26,Category04,No.,18,24.66,320.58,234,86.57999999999998,2022,3,2022-03
2022-03-06,P0004,2,Direct Sales,Cash,0,Product04,Category01,Lt,44,48.84,97.68,88,9.680000000000007,2022,3,2022-03
2022-03-07,P0003,1,Direct Sales,Cash,0,Product03,Category01,Kg,71,80.94,80.94,71,9.939999999999998,2022,3,2022-03
2022-03-08,P0044,6,Direct Sales,Online,0,Product44,Category05,Kg,76,82.08,492.48,456,36.48000000000002,2022,3,2022-03
2022-03-09,P0030,3,Direct Sales,Online,0,Product30,Category04,Ft,148,201.28,603.84,444,159.84000000000003,2022,3,2022-03
2022-03-09,P0004,11,Online,Cash,0,Product04,Category01,Lt,44,48.84,537.24,484,53.24000000000001,2022,3,2022-03
2022-03-10,P0033,12,Wholesaler,Online,0,Product33,Category04,Kg,95,119.7,1436.4,1140,296.4000000000001,2022,3,2022-03
2022-03-14,P0016,2,Direct Sales,Cash,0,Product16,Category02,No.,13,16.64,33.28,26,7.280000000000001,2022,3,2022-03
2022-03-14,P0026,13,Direct Sales,Online,0,Product26,Category04,No.,18,24.66,320.58,234,86.57999999999998,2022,3,2022-03
2022-03-18,P0019,2,Online,Cash,0,Product19,Category02,Ft,150,210.0,420.0,300,120.0,2022,3,2022-03
2022-03-18,P0027,10,Direct Sales,Cash,0,Product27,Category04,Lt,48,57.120000000000005,571.2,480,91.20000000000005,2022,3,2022-03
2022-03-19,P0041,6,Wholesaler,Cash,0,Product41,Category05,Ft,138,173.88,1043.28,828,215.27999999999997,2022,3,2022-03
2022-03-23,P0032,9,Direct Sales,Cash,0,Product32,Category04,Kg,89,117.48,1057.32,801,256.31999999999994,2022,3,2022-03
2022-03-25,P0001,2,Wholesaler,Online,0,Product01,Category01,Kg,98,103.88,207.76,196,11.759999999999991,2022,3,2022-03
2022-03-25,P0030,11,Direct Sales,Online,0,Product30,Category04,Ft,148,201.28,2214.08,1628,586.0799999999999,2022,3,2022-03
2022-03-29,P0032,12,Online,Online,0,Product32,Category04,Kg,89,117.48,1409.76,1068,341.76,2022,3,2022-03
2022-03-30,P0001,13,Online,Cash,0,Product01,Category01,Kg,98,103.88,1350.44,1274,76.44000000000005,2022,3,2022-03
2022-04-01,P0002,2,Online,Cash,0,Product02,Category01,Kg,105,142.8,285.6,210,75.60000000000002,2022,4,2022-04
2022-04-02,P0002,3,Direct Sales,Cash,0,Product02,Category01,Kg,105,142.8,428.40000000000003,315,113.40000000000003,2022,4,2022-04
2022-04-06,P0040,2,Wholesaler,Cash,0,Product40,Category05,Kg,90,115.2,230.4,180,50.400000000000006,2022,4,2022-04
2022-04-07,P0026,7,Direct Sales,Online,0,Product26,Category04,No.,18,24.66,172.62,126,46.620000000000005,2022,4,2022-04
2022-04-09,P0039,12,Wholesaler,Cash,0,Product39,Category05,No.,37,42.55,510.59999999999997,444,66.59999999999997,2022,4,2022-04
2022-04-09,P0002,9,Online,Online,0,Product02,Category01,Kg,105,142.8,1285.2,945,340.20000000000005,2022,4,2022-04
2022-04-13,P0016,14,Wholesaler,Online,0,Product16,Category02,No.,13,16.64,232.96,182,50.96000000000001,2022,4,2022-04
2022-04-18,P0041,9,Direct Sales,Cash,0,Product41,Category05,Ft,138,173.88,1564.92,1242,322.9200000000001,2022,4,2022-04
2022-04-20,P0018,2,Wholesaler,Online,0,Product18,Category02,No.,37,49.21,98.42,74,24.42,2022,4,2022-04
2022-04-20,P0012,4,Direct Sales,Online,0,Product12,Category02,Kg,73,94.17,376.68,292,84.68,2022,4,2022-04
2022-04-21,P0030,2,Direct Sales,Cash,0,Product30,Category04,Ft,148,201.28,402.56,296,106.56,2022,4,2022-04
2022-04-21,P0026,14,Online,Online,0,Product26,Category04,No.,18,24.66,345.24,252,93.24000000000001,2022,4,2022-04
2022-04-23,P0044,15,Online,Online,0,Product44,Category05,Kg,76,82.08,1231.2,1140,91.20000000000005,2022,4,2022-04
2022-04-24,P0034,4,Direct Sales,Online,0,Product34,Category04,Lt,55,58.3,233.2,220,13.199999999999989,2022,4,2022-04
2022-04-25,P0004,9,Direct Sales,Cash,0,Product04,Category01,Lt,44,48.84,439.56000000000006,396,43.56000000000006,2022,4,2022-04
2022-04-25,P0003,8,Online,Online,0,Product03,Category01,Kg,71,80.94,647.52,568,79.51999999999998,2022,4,2022-04
2022-04-26,P0027,2,Direct Sales,Cash,0,Product27,Category04,Lt,48,57.120000000000005,114.24000000000001,96,18.24000000000001,2022,4,2022-04
2022-04-28,P0014,14,Direct Sales,Cash,0,Product14,Category02,Kg,112,146.72,2054.08,1568,486.0799999999999,2022,4,2022-04
2022-04-30,P0016,13,Online,Online,0,Product16,Category02,No.,13,16.64,216.32,169,47.31999999999999,2022,4,2022-04
2022-04-30,P0027,8,Direct Sales,Online,0,Product27,Category04,Lt,48,57.120000000000005,456.96000000000004,384,72.96000000000004,2022,4,2022-04
2022-05-01,P0034,9,Wholesaler,Online,0,Product34,Category04,Lt,55,58.3,524.6999999999999,495,29.699999999999932,2022,5,2022-05
2022-05-01,P0033,6,Online,Online,0,Product33,Category04,Kg,95,119.7,718.2,570,148.20000000000005,2022,5,2022-05
2022-05-02,P0013,4,Online,Cash,0,Product13,Category02,Kg,112,122.08,488.32,448,40.31999999999999,2022,5,2022-05
2022-05-04,P0020,10,Direct Sales,Online,0,Product20,Category03,Lt,61,76.25,762.5,610,152.5,2022,5,2022-05
2022-05-06,P0034,7,Direct Sales,Online,0,Product34,Category04,Lt,55,58.3,408.09999999999997,385,23.099999999999966,2022,5,2022-05
2022-05-07,P0015,4,Online,Cash,0,Product15,Category02,No.,12,15.72,62.88,48,14.880000000000003,2022,5,2022-05
2022-05-07,P0027,1,Online,Online,0,Product27,Category04,Lt,48,57.120000000000005,57.120000000000005,48,9.120000000000005,2022,5,2022-05
2022-05-08,P0022,7,Online,Online,0,Product22,Category03,Ft,121,141.57,990.99,847,143.99,2022,5,2022-05
2022-05-09,P0017,12,Wholesaler,Cash,0,Product17,Category02,Ft,134,156.78,1881.3600000000001,1608,273.3600000000001,2022,5,2022-05
2022-05-10,P0009,6,Direct Sales,Online,0,Product09,Category01,No.,6,7.859999999999999,47.16,36,11.159999999999997,2022,5,2022-05
2022-05-12,P0011,7,Online,Cash,0,Product11,Category02,Lt,44,48.4,338.8,308,30.80000000000001,2022,5,2022-05
2022-05-13,P0012,5,Direct Sales,Online,0,Product12,Category02,Kg,73,94.17,470.85,365,105.85000000000002,2022,5,2022-05
2022-05-14,P0008,14,Direct Sales,Cash,0,Product08,Category01,Kg,83,94.62,1324.68,1162,162.68000000000006,2022,5,2022-05
2022-05-15,P0020,5,Online,Online,0,Product20,Category03,Lt,61,76.25,381.25,305,76.25,2022,5,2022-05
2022-05-16,P0010,13,Direct Sales,Cash,0,Product10,Category02,Ft,148,164.28,2135.64,1924,211.63999999999987,2022,5,2022-05
2022-05-16,P0031,13,Online,Online,0,Product31,Category04,Kg,93,104.16,1354.08,1209,145.07999999999993,2022,5,2022-05
2022-05-17,P0027,8,Direct Sales,Cash,0,Product27,Category04,Lt,48,57.120000000000005,456.96000000000004,384,72.96000000000004,2022,5,2022-05
2022-05-18,P0027,4,Wholesaler,Online,0,Product27,Category04,Lt,48,57.120000000000005,228.48000000000002,192,36.48000000000002,2022,5,2022-05
2022-05-18,P0038,8,Wholesaler,Online,0,Product38,Category05,Kg,72,79.92,639.36,576,63.360000000000014,2022,5,2022-05
2022-05-20,P0044,15,Online,Cash,0,Product44,Category05,Kg,76,82.08,1231.2,1140,91.20000000000005,2022,5,2022-05
2022-05-22,P0015,12,Direct Sales,Online,0,Product15,Category02,No.,12,15.72,188.64000000000001,144,44.640000000000015,2022,5,2022-05
2022-05-25,P0002,7,Online,Online,0,Product02,Category01,Kg,105,142.8,999.6000000000001,735,264.60000000000014,2022,5,2022-05
2022-05-26,P0028,2,Direct Sales,Online,0,Product28,Category04,No.,37,41.81,83.62,74,9.620000000000005,2022,5,2022-05
2022-05-26,P0027,2,Online,Online,0,Product27,Category04,Lt,48,57.120000000000005,114.24000000000001,96,18.24000000000001,2022,5,2022-05
2022-05-28,P0041,10,Wholesaler,Cash,0,Product41,Category05,Ft,138,173.88,1738.8,1380,358.79999999999995,2022,5,2022-05
2022-05-28,P0008,5,Wholesaler,Online,0,Product08,Category01,Kg,83,94.62,473.1,415,58.10000000000002,2022,5,2022-05
2022-05-28,P0010,9,Online,Cash,0,Product10,Category02,Ft,148,164.28,1478.52,1332,146.51999999999998,2022,5,2022-05
2022-05-28,P0004,12,Online,Online,0,Product04,Category01,Lt,44,48.84,586.08,528,58.08000000000004,2022,5,2022-05
2022-05-28,P0020,14,Direct Sales,Cash,0,Product20,Category03,Lt,61,76.25,1067.5,854,213.5,2022,5,2022-05
2022-05-30,P0044,9,Direct Sales,Online,0,Product44,Category05,Kg,76,82.08,738.72,684,54.72000000000003,2022,5,2022-05
2022-05-30,P0005,4,Wholesaler,Cash,0,Product05,Category01,Ft,133,155.61,622.44,532,90.44000000000005,2022,5,2022-05
2022-05-30,P0033,3,Online,Cash,0,Product33,Category04,Kg,95,119.7,359.1,285,74.10000000000002,2022,5,2022-05
2022-06-03,P0008,14,Online,Online,0,Product08,Category01,Kg,83,94.62,1324.68,1162,162.68000000000006,2022,6,2022-06
2022-06-10,P0028,8,Wholesaler,Online,0,Product28,Category04,No.,37,41.81,334.48,296,38.48000000000002,2022,6,2022-06
2022-06-11,P0039,13,Online,Cash,0,Product39,Category05,No.,37,42.55,553.15,481,72.14999999999998,2022,6,2022-06
2022-06-11,P0021,6,Direct Sales,Online,0,Product21,Category03,Ft,126,162.54,975.24,756,219.24,2022,6,2022-06
2022-06-13,P0026,6,Direct Sales,Cash,0,Product26,Category04,No.,18,24.66,147.96,108,39.96000000000001,2022,6,2022-06
2022-06-15,P0042,15,Wholesaler,Online,0,Product42,Category05,Ft,120,162.0,2430.0,1800,630.0,2022,6,2022-06
2022-06-16,P0029,15,Online,Cash,0,Product29,Category04,Lt,47,53.11,796.65,705,91.64999999999998,2022,6,2022-06
2022-06-19,P0002,8,Direct Sales,Cash,0,Product02,Category01,Kg,105,142.8,1142.4,840,302.4000000000001,2022,6,2022-06
2022-06-21,P0017,14,Direct Sales,Cash,0,Product17,Category02,Ft,134,156.78,2194.92,1876,318.9200000000001,2022,6,2022-06
2022-06-22,P0040,10,Online,Cash,0,Product40,Category05,Kg,90,115.2,1152.0,900,252.0,2022,6,2022-06
2022-06-22,P0001,4,Direct Sales,Cash,0,Product01,Category01,Kg,98,103.88,415.52,392,23.519999999999982,2022,6,2022-06
2022-06-23,P0004,8,Direct Sales,Online,0,Product04,Category01,Lt,44,48.84,390.72,352,38.72000000000003,2022,6,2022-06
2022-06-24,P0018,7,Direct Sales,Cash,0,Product18,Category02,No.,37,49.21,344.47,259,85.47000000000003,2022,6,2022-06
2022-06-25,P0012,7,Online,Online,0,Product12,Category02,Kg,73,94.17,659.19,511,148.19000000000005,2022,6,2022-06
2022-06-26,P0034,4,Direct Sales,Cash,0,Product34,Category04,Lt,55,58.3,233.2,220,13.199999999999989,2022,6,2022-06
2022-06-26,P0043,12,Direct Sales,Online,0,Product43,Category05,Kg,67,83.08,996.96,804,192.96000000000004,2022,6,2022-06
2022-07-03,P0033,15,Direct Sales,Cash,0,Product33,Category04,Kg,95,119.7,1795.5,1425,370.5,2022,7,2022-07
2022-07-04,P0007,7,Direct Sales,Online,0,Product07,Category01,Lt,43,47.73,334.10999999999996,301,33.10999999999996,2022,7,2022-07
2022-07-05,P0025,7,Online,Cash,0,Product25,Category03,No.,7,8.33,58.31,49,9.310000000000002,2022,7,2022-07
2022-07-05,P0015,8,Direct Sales,Online,0,Product15,Category02,No.,12,15.72,125.76,96,29.760000000000005,2022,7,2022-07
2022-07-06,P0041,2,Direct Sales,Cash,0,Product41,Category05,Ft,138,173.88,347.76,276,71.75999999999999,2022,7,2022-07
2022-07-08,P0018,2,Direct Sales,Online,0,Product18,Category02,No.,37,49.21,98.42,74,24.42,2022,7,2022-07
2022-07-10,P0032,12,Online,Cash,0,Product32,Category04,Kg,89,117.48,1409.76,1068,341.76,2022,7,2022-07
2022-07-12,P0028,12,Direct Sales,Cash,0,Product28,Category04,No.,37,41.81,501.72,444,57.72000000000003,2022,7,2022-07
2022-07-13,P0025,7,Direct Sales,Online,0,Product25,Category03,No.,7,8.33,58.31,49,9.310000000000002,2022,7,2022-07
2022-07-14,P0033,9,Direct Sales,Online,0,Product33,Category04,Kg,95,119.7,1077.3,855,222.29999999999995,2022,7,2022-07
2022-07-15,P0004,2,Online,Online,0,Product04,Category01,Lt,44,48.84,97.68,88,9.680000000000007,2022,7,2022-07
2022-07-17,P0041,8,Online,Cash,0,Product41,Category05,Ft,138,173.88,1391.04,1104,287.03999999999996,2022,7,2022-07
2022-07-18,P0010,12,Direct Sales,Online,0,Product10,Category02,Ft,148,164.28,1971.3600000000001,1776,195.36000000000013,2022,7,2022-07
2022-07-20,P0042,8,Wholesaler,Online,0,Product42,Category05,Ft,120,162.0,1296.0,960,336.0,2022,7,2022-07
2022-07-22,P0034,6,Direct Sales,Cash,0,Product34,Category04,Lt,55,58.3,349.79999999999995,330,19.799999999999955,2022,7,2022-07
2022-07-23,P0018,2,Online,Online,0,Product18,Category02,No.,37,49.21,98.42,74,24.42,2022,7,2022-07
2022-07-24,P0006,14,Direct Sales,Cash,0,Product06,Category01,Kg,75,85.5,1197.0,1050,147.0,2022,7,2022-07
2022-07-24,P0027,1,Online,Online,0,Product27,Category04,Lt,48,57.120000000000005,57.120000000000005,48,9.120000000000005,2022,7,2022-07
2022-07-25,P0044,2,Direct Sales,Cash,0,Product44,Category05,Kg,76,82.08,164.16,152,12.159999999999997,2022,7,2022-07
2022-07-25,P0017,12,Direct Sales,Cash,0,Product17,Category02,Ft,134,156.78,1881.3600000000001,1608,273.3600000000001,2022,7,2022-07
2022-07-25,P0003,13,Online,Cash,0,Product03,Category01,Kg,71,80.94,1052.22,923,129.22000000000003,2022,7,2022-07
2022-07-26,P0003,10,Online,Online,0,Product03,Category01,Kg,71,80.94,809.4,710,99.39999999999998,2022,7,2022-07
